"","pred","true","w","index"
"1",5.60194761904762,5,10,11
"2",5.69153333333333,8.33333333333333,10,12
"3",5.80607777777778,7.66666666666667,10,13
"4",6.25669814814815,7,10,14
"5",6.38624841269841,6,10,15
"6",6.3174417989418,5.66666666666667,10,16
"7",6.11146402116402,8,10,17
"8",6.54099206349206,7,10,18
"9",6.70074735449736,8,10,19
"10",6.93355793650794,6.33333333333333,10,20
"11",6.73172116402117,6.66666666666667,10,21
"12",6.86213597883597,6.33333333333333,10,22
"13",6.93104523809524,5.66666666666667,10,23
"14",6.63222275132275,5.33333333333333,10,24
"15",6.69723677248677,5.66666666666667,10,25
"16",6.71482275132275,6.33333333333333,10,26
"17",6.63427063492065,6.33333333333333,10,27
"18",6.61508412698413,6,10,28
"19",6.30255502645502,7,10,29
"20",6.23944444444444,4.66666666666667,10,30
"21",5.86337407407408,7,10,31
"22",6.07023703703703,7.33333333333333,10,32
"23",6.20594470899471,5.66666666666667,10,33
"24",6.17831322751323,6,10,34
"25",6.18582936507937,5.33333333333333,10,35
"26",6.13396322751323,5.66666666666667,10,36
"27",5.93220291005291,5.66666666666667,10,37
"28",5.81282671957672,7.66666666666667,10,38
"29",6.25770899470899,8,10,39
"30",6.22725555555555,7,10,40
"31",6.49263333333333,7.66666666666667,10,41
"32",7.18962222222222,8,10,42
"33",7.41432222222222,8,10,43
"34",6.66032222222222,8.33333333333333,10,44
"35",7.54513333333334,7.33333333333333,10,45
"36",6.82883333333332,6.66666666666667,10,46
"37",6.60966666666666,6,10,47
"38",7.47536666666666,5.33333333333333,10,48
"39",6.37827777777779,6,10,49
"40",6.31362222222222,6,10,50
"41",6.31135555555555,7.66666666666667,10,51
"42",7.46556666666667,7.33333333333333,10,52
"43",6.87643333333334,7.33333333333333,10,53
"44",6.24484444444445,6.66666666666667,10,54
"45",6.46215555555555,7.66666666666667,10,55
"46",6.94700132275132,5.66666666666667,10,56
"47",6.7241873015873,7,10,57
"48",6.98449603174603,8,10,58
"49",7.1650074074074,9,10,59
"50",7.55608756613757,8.33333333333333,10,60
"51",7.91437830687831,8.66666666666667,10,61
"52",8.45628888888888,9.33333333333333,10,62
"53",8.78023333333333,9.33333333333333,10,63
"54",9.05076666666667,9.33333333333333,10,64
"55",9.16613333333334,9.33333333333333,10,65
"56",9.26193333333334,9.33333333333333,10,66
"57",9.03415555555557,8.33333333333333,10,67
"58",8.98364576719577,8,10,68
"59",8.70941111111114,9.33333333333333,10,69
"60",8.90616666666668,8.66666666666667,10,70
"61",8.60372222222223,8.66666666666667,10,71
"62",8.5756888888889,8,10,72
"63",8.48371111111111,5,10,73
"64",8.34581931216932,7.66666666666667,10,74
"65",8.02700978835979,7.66666666666667,10,75
